bug_id,LOC,avg_cyclomatic,cnt_func,maxnesting,ratio_comment,page_rank,betweenness,closeness,indegree,outdegree
701875,190.0,6.0,6.0,4.0,0.38,2.83,0.0,3.49,1.0,17.0
701875,190.0,6.0,6.0,4.0,0.38,2.83,0.0,3.49,1.0,17.0
701875,190.0,6.0,6.0,4.0,0.38,2.83,0.0,3.49,1.0,17.0
701875,190.0,6.0,6.0,4.0,0.38,2.83,0.0,3.49,1.0,17.0
701875,190.0,6.0,6.0,4.0,0.38,2.83,0.0,3.49,1.0,17.0
701875,190.0,6.0,6.0,4.0,0.38,2.83,0.0,3.49,1.0,17.0
701875,190.0,6.0,6.0,4.0,0.38,2.83,0.0,3.49,1.0,17.0
701875,190.0,6.0,6.0,4.0,0.38,2.83,0.0,3.49,1.0,17.0
701875,190.0,6.0,6.0,4.0,0.38,2.83,0.0,3.49,1.0,17.0
805788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
805788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
805788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
805788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
805788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
805788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
805788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
805788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
805788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
686335,1321.25,3.0,36.25,2.75,0.4,7.66,66597.32,3.29,9.5,61.0
787743,1659.0,3.0,93.0,5.0,0.17,2.32,474.38,3.1,2.0,44.0
787743,1659.0,3.0,93.0,5.0,0.17,2.32,474.38,3.1,2.0,44.0
787743,1659.0,3.0,93.0,5.0,0.17,2.32,474.38,3.1,2.0,44.0
787743,1659.0,3.0,93.0,5.0,0.17,2.32,474.38,3.1,2.0,44.0
787743,1659.0,3.0,93.0,5.0,0.17,2.32,474.38,3.1,2.0,44.0
787743,1659.0,3.0,93.0,5.0,0.17,2.32,474.38,3.1,2.0,44.0
787743,1659.0,3.0,93.0,5.0,0.17,2.32,474.38,3.1,2.0,44.0
787743,1659.0,3.0,93.0,5.0,0.17,2.32,474.38,3.1,2.0,44.0
787743,1659.0,3.0,93.0,5.0,0.17,2.32,474.38,3.1,2.0,44.0
793829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
793829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
793829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
793829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
793829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
793829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
793829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
793829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
793829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
